"","FIPS_CODE","Total_Pop","Male_Pop_Prop","Total_White","Total_Black","Total_Hispanic","Total_Other","Total_Households_Below_Poverty","Total_Households_Above_Poverty","total cases","4 week ahead mean error","3 week ahead mean error","2 week ahead mean error","1 week ahead mean error","4 week ahead absolute error mean","3 week ahead absolute error mean","2 week ahead absolute error mean","1 week ahead absolute error mean","4 week ahead absolute error median","3 week ahead absolute error median","2 week ahead absolute error median","1 week ahead absolute error median","4 week ahead absolute error q1","3 week ahead absolute error q1","2 week ahead absolute error q1","1 week ahead absolute error q1","4 week ahead absolute error q3","3 week ahead absolute error q3","2 week ahead absolute error q3","1 week ahead absolute error q3"
"18","01035",12514,0.482419689947259,6369,5971,105,174,981,3593,2297,-15.3050847457627,-15.4915254237288,-15.135593220339,-14.6779661016949,21.0677966101695,20.4406779661017,20.0508474576271,18.5084745762712,8,8,7,5,3,3,3,3,26,21.5,22.5,17.5
"19","01037",10855,0.506771073238139,7133,3713,50,9,570,3533,2534,-18.0508474576271,-17.9661016949153,-16.728813559322,-16.2881355932203,24.0169491525424,24.1016949152542,23.4406779661017,21.4067796610169,17,14,13,10,5,5,4.5,4,33.5,29,35,29.5
"20","01039",37351,0.486519771893657,31624,4826,604,901,2740,12268,8890,-52.2542372881356,-52.1186440677966,-50.5084745762712,-50.6779661016949,68.0847457627119,66.1525423728814,67.6610169491525,64.6440677966102,41,42,38,36,17,11.5,17,14,100,89.5,87,66.5
"21","01041",13865,0.491453299675442,9938,3198,275,729,900,4125,3336,-22,-21.7966101694915,-21.4576271186441,-20.5593220338983,29.3898305084746,27.0847457627119,27.6271186440678,25.0338983050847,13,10,11,8,6,4.5,5,4,33.5,39.5,35.5,23
"22","01043",82313,0.492753271050745,78392,998,3543,2923,4859,25871,19416,-124.813559322034,-116.542372881356,-107.101694915254,-102.389830508475,173.898305084746,157.932203389831,147.169491525424,125.271186440678,155,89,97,51,26.5,26,19,14,246,258,181.5,146
"23","01045",49255,0.492010963353974,35889,9749,3070,3617,3292,15378,12377,-78.7118644067797,-76.9830508474576,-73.864406779661,-76.0677966101695,106.64406779661,102.71186440678,96.9830508474576,91.3898305084746,63,48,37,27,15.5,17.5,12,11,133.5,140,123.5,87.5
"24","01047",40029,0.460865872242624,11257,28210,412,562,4697,11639,5335,-27.271186440678,-25.0677966101695,-25.3728813559322,-25.5762711864407,45.3728813559322,43.4406779661017,39.4745762711864,36.5593220338983,24,24,26,21,9.5,11,7,8.5,66.5,57,60.5,45
"25","01049",71200,0.495842696629213,60972,1004,10220,9224,5610,20522,15411,-66.4237288135593,-65.8305084745763,-68.1694915254237,-66.2203389830509,114.118644067797,107.389830508475,104.067796610169,92.9322033898305,105,80,61,43,18,19,19,13.5,195,155.5,156,121
"26","01051",81212,0.485765650396493,60824,17402,2347,2986,3703,25440,19870,-110.28813559322,-103.084745762712,-93.7457627118644,-94.3050847457627,153.474576271186,143.694915254237,132.220338983051,123.762711864407,90,85,70,53,47.5,25.5,26.5,23,244,198,163,138.5
"27","01053",37328,0.51079618516931,23095,11920,838,2313,3296,10132,9266,-54.4576271186441,-53.0847457627119,-54.2203389830508,-54.9661016949153,74.0847457627119,77.3220338983051,72.1186440677966,70.0847457627119,34,37,29,17,6,4,6.5,6.5,89,95,89,76
"28","01055",102939,0.482334197923042,82710,16212,3880,4017,6382,32395,25522,-131.305084745763,-121.338983050847,-120.64406779661,-114.762711864407,195.813559322034,177.779661016949,167.762711864407,147.542372881356,138,123,109,66,44.5,35.5,26.5,20.5,318,237.5,196,161.5
"29","01057",16585,0.492613807657522,14095,1978,285,512,1398,5549,3762,-17.8983050847458,-18.4745762711864,-16.6271186440678,-15.0677966101695,28.2372881355932,28.135593220339,23.6779661016949,20.7627118644068,18,19,12,12,5.5,6,6,7,44.5,42,33.5,23.5
"30","01059",31542,0.494642064548856,26467,1388,5333,3687,1914,9296,6835,-36.7627118644068,-35.4406779661017,-36.3220338983051,-34.2881355932203,52.0169491525424,51.3050847457627,48.5932203389831,44.7966101694915,27,32,24,25,11,10.5,6,8,87,66,65.5,49
"31","01061",26491,0.489637990260843,22871,2529,1027,1091,2374,8105,6309,-44.3389830508475,-42.728813559322,-42.1186440677966,-40.4067796610169,58.9830508474576,56.9661016949153,52.3898305084746,50.5423728813559,34,27,19,17,10,11,6.5,7,70.5,64.5,61,56.5
"32","01063",8426,0.468787087586043,1445,6713,143,268,1150,1805,1494,-8.1864406779661,-7.74576271186441,-7.33898305084746,-7.23728813559322,11.9830508474576,11.3050847457627,11.7796610169492,10.6610169491525,7,6,7,6,2,2,3,3,18,16.5,16.5,14.5
"33","01065",14887,0.471485188419426,5898,8748,130,241,1586,4072,3798,-21.7796610169492,-21.1525423728814,-19.7796610169492,-18.8983050847458,29.271186440678,26.271186440678,25.6440677966102,22.6271186440678,17,15,14,12,6,6,4,3.5,48,34.5,35,28
"34","01067",17124,0.48072880168185,12179,4749,448,196,1042,5627,4227,-26.5932203389831,-27.1016949152542,-26.2881355932203,-25.6610169491525,36.0169491525424,36.0847457627119,35.5423728813559,31.6610169491525,18,17,16,9,4,5,5,4,54.5,56,50.5,36.5
"35","01069",104352,0.479425406317081,72387,28078,3437,3887,6755,32498,23538,-129.847457627119,-120.152542372881,-121.559322033898,-126.152542372881,199.203389830508,177.576271186441,169.322033898305,165.135593220339,98,99,61,58,32,23,20.5,18.5,302.5,242.5,244,171.5
"36","01071",52094,0.490190808922333,47412,1799,1505,2883,4089,16537,12169,-60.2881355932203,-60.9152542372881,-56.7966101694915,-54.6610169491525,105.813559322034,97.6271186440678,91.6101694915254,78.5254237288136,83,67,60,44,35,21.5,13,14.5,142.5,133,134.5,100.5
"37","01073",659892,0.473331999781782,342591,281702,25048,35599,43269,217655,153775,-749.457627118644,-737.338983050847,-697.491525423729,-669.847457627119,1104.81355932203,1001.84745762712,903.728813559322,826.389830508475,682,491,453,278,163.5,222,163.5,160.5,1854,1506,1117,724
"38","01075",13933,0.488049953348166,12187,1558,218,188,1268,4706,2571,-15.3050847457627,-14.6101694915254,-13.4576271186441,-12.7118644067797,23.1694915254237,21.7627118644068,20.135593220339,17.1186440677966,15,12,11,8,4.5,4,5,3,34,29.5,31,19
"39","01077",92585,0.478641248582384,80561,9364,2412,2660,6298,32216,18455,-95.2033898305085,-96.5254237288136,-88.0169491525424,-84.0338983050847,140.152542372881,132.932203389831,114.016949152542,111.220338983051,105,86,54,46,27,28,16,19.5,219.5,190.5,150,142.5
"40","01079",33171,0.48243948026891,25942,3627,707,3602,2169,10642,5620,-24.4576271186441,-23.4576271186441,-21.864406779661,-22.3898305084746,44.7966101694915,38.5084745762712,33.6610169491525,32.9322033898305,43,24,18,18,13.5,6,7.5,7,65.5,58,47.5,47.5
"41","01081",159287,0.492017553221544,111986,36675,5865,10626,13131,46242,30973,-152.169491525424,-143.271186440678,-138.830508474576,-129.169491525424,248.203389830508,234.559322033898,221.542372881356,201.813559322034,167,104,79,57,35,34.5,36.5,22.5,278.5,311,259,176.5
"42","01083",93052,0.498936078751666,75143,12468,5479,5441,4361,27765,19655,-111.118644067797,-106.542372881356,-100.084745762712,-94.1694915254237,156.135593220339,141.35593220339,128.254237288136,118.203389830508,109,85,67,50,26,23,13.5,15.5,233,192.5,163,140.5
"43","01085",10236,0.471864009378664,2546,7601,70,89,1229,2951,1880,-9.66101694915254,-9.79661016949153,-8.89830508474576,-8.6271186440678,14.7118644067797,14.6101694915254,13.7118644067797,12.5593220338983,10,10,8,8,4.5,5,4.5,3,20.5,22.5,16,15
"44","01087",19054,0.461320457646688,3025,15740,328,289,2040,5597,2976,-15.3389830508475,-15.5762711864407,-14.8813559322034,-14.3389830508475,20.2542372881356,20.6271186440678,18.9491525423729,18.271186440678,13,12,11,9,5,6,5,4,26.5,25,22.5,23
"45","01089",357560,0.488491441995749,243835,86012,17294,27713,18835,126421,69435,-313.779661016949,-300.796610169492,-285.508474576271,-286.406779661017,477.779661016949,438.084745762712,395.169491525424,357.423728813559,285,182,182,160,82,75,73,55.5,699,605.5,419,346.5
"46","01091",19538,0.483468113420002,8855,10518,115,165,2127,5641,4133,-21.5932203389831,-20.9830508474576,-20.9152542372881,-19.8135593220339,35.7966101694915,34.4745762711864,29.9661016949153,27.9491525423729,27,25,17,13,8,9,5,6,51.5,48,43,44.5
"47","01093",29965,0.497180043383948,27886,1097,752,982,2244,9968,6559,-40.6271186440678,-38.2203389830508,-35.2881355932203,-33.1694915254237,57.2372881355932,52.1864406779661,47.2881355932203,41.6779661016949,37,32,22,19,18.5,10,9.5,7.5,78,72.5,55,40.5
"48","01095",95145,0.493741131956487,87887,2456,12961,4802,6513,28383,22460,-121.118644067797,-122.559322033898,-112.796610169492,-112.576271186441,185.457627118644,171.372881355932,156.220338983051,141.016949152542,129,108,88,52,28.5,33.5,26.5,28,302,260.5,214,151.5
"49","01097",414659,0.477327153154761,243658,147434,11973,23567,28483,127348,103679,-494.118644067797,-545.728813559322,-553.525423728814,-567.067796610169,746.423728813559,737.118644067797,735.423728813559,719.135593220339,422,402,325,193,94.5,97,59,74,962.5,913,807.5,734.5
"50","01099",21512,0.475548531052436,11814,8927,302,771,2699,5450,4477,-30.864406779661,-30.8813559322034,-30.1016949152542,-29.9152542372881,46.3559322033898,43.5593220338983,40.5762711864407,36.6610169491525,26,17,14,12,10,8.5,7.5,5,60,66.5,61.5,39
"51","01101",226941,0.473048060949762,82862,130866,7749,13213,16696,73139,43123,-170.508474576271,-178.694915254237,-173.033898305085,-172.118644067797,294.033898305085,275.542372881356,262.559322033898,226.728813559322,231,169,165,69,64.5,57,43,27,413.5,366,314.5,291.5
