"","FIPS_CODE","Total_Pop","Male_Pop_Prop","Total_White","Total_Black","Total_Hispanic","Total_Other","Total_Households_Below_Poverty","Total_Households_Above_Poverty","total cases","4 week ahead mean error","3 week ahead mean error","2 week ahead mean error","1 week ahead mean error","4 week ahead absolute error mean","3 week ahead absolute error mean","2 week ahead absolute error mean","1 week ahead absolute error mean","4 week ahead absolute error median","3 week ahead absolute error median","2 week ahead absolute error median","1 week ahead absolute error median","4 week ahead absolute error q1","3 week ahead absolute error q1","2 week ahead absolute error q1","1 week ahead absolute error q1","4 week ahead absolute error q3","3 week ahead absolute error q3","2 week ahead absolute error q3","1 week ahead absolute error q3"
"879","19181",49361,0.488604363768967,47483,229,1333,1649,1522,17437,9456,-22.4054054054054,-20.2432432432432,-18.2837837837838,-16.6486486486486,79.9189189189189,72.054054054054,63.4189189189189,53.0540540540541,48,41,39.5,27.5,14,16.25,15,12,106.75,104.25,75.75,60.75
"880","19183",22143,0.500158063496364,21307,201,1336,635,823,7897,4107,-14.7567567567568,-12.9459459459459,-10.5405405405405,-9.21621621621622,44.027027027027,37.8918918918919,33.5675675675676,29.0810810810811,19,17,15.5,12,8.25,7,7.25,5,55.5,46.75,42.5,27.75
"881","19185",6413,0.492281303602058,6226,67,55,120,323,2346,875,-2.32432432432432,-2.27027027027027,-2.04054054054054,-1.85135135135135,10.1621621621622,9.08108108108108,8.09459459459459,6.41891891891892,6,5,5,3.5,2,1,2,1,15,11.25,9,7.75
"882","19187",36757,0.516146584324074,33673,1739,1743,1345,2127,13081,7914,-20.2162162162162,-18,-16.1891891891892,-14.527027027027,73.945945945946,66.0810810810811,56.5405405405405,46.8783783783784,45,29,18,17.5,10,8.25,7,7,97,84.75,86.5,57
"883","19189",10571,0.490965849966891,10048,136,464,387,428,4177,2177,-5.47297297297297,-4.94594594594595,-4.77027027027027,-4.43243243243243,20.5540540540541,19.2432432432432,17.3108108108108,12.7027027027027,14,11,10,5,5,5,4,2,24.5,23,19.75,15
"884","19191",20401,0.497818734375766,19758,193,446,450,750,7455,2872,-4.17567567567568,-3.85135135135135,-3.32432432432432,-3.21621621621622,20.7972972972973,18.5540540540541,16.6486486486486,14.6216216216216,9.5,8,10.5,6,6,5,4,2.25,27.25,22.5,18,17
"885","19193",102398,0.493134631535772,88238,3578,16541,10582,4988,33987,18424,-0.486486486486486,6.08108108108108,10.9189189189189,12.8513513513514,190.243243243243,170.864864864865,152.459459459459,132.310810810811,108,86.5,72,45.5,48.25,45,36.5,18.25,255.25,210.75,179.75,148
"886","19195",7489,0.501268527173187,7259,94,218,136,329,2841,1298,-4.25675675675676,-4.05405405405405,-3.83783783783784,-3.89189189189189,13.1486486486486,12.4324324324324,10.9189189189189,9.54054054054054,8.5,6.5,5,6,4,3,2,1,16,14.75,13,11.5
"887","19197",12804,0.498516088722274,11925,88,1481,791,657,5033,2411,-2.63513513513514,-2.22972972972973,-1.68918918918919,-1.40540540540541,24.1756756756757,22.2027027027027,20.3918918918919,18.027027027027,15.5,12.5,12,10,5.25,5,6,5,36.5,31.75,25.75,24.75
"888","20001",12630,0.497307996832937,11818,188,438,624,916,4373,2636,-9.89189189189189,-9.39189189189189,-8.63513513513514,-7.90540540540541,18.5405405405405,19.4459459459459,16.5,16.2297297297297,14,14,8,8,3.25,3,4,3,24.75,29.75,24,26.5
"889","20003",7852,0.500764136525726,7567,45,142,240,391,2678,1409,-4.41891891891892,-4.17567567567568,-3.74324324324324,-3.41891891891892,13.2027027027027,12.0945945945946,10.472972972973,8.33783783783784,7.5,5,5.5,3,2.25,2,2,1.25,18.75,18,14.75,11.75
"890","20005",16363,0.485791114098882,14785,378,487,1200,839,5141,2903,-10.3648537498888,-9.89189189189189,-9.16216216216216,-8.40540540540541,30.8783850338503,29.027027027027,26.9459459459459,23.7297297297297,18.9999437494375,18.5,14.5,14,8.25,8.25,8,5.25,47,43.5,33.5,27
"891","20007",4733,0.497781533910839,4518,28,191,187,308,1652,568,-1.52702702702703,-1.43243243243243,-1.32432432432432,-1.2027027027027,6.2027027027027,5.54054054054054,5.40540540540541,3.93243243243243,2.5,2,2,2,1,1,0.25,0,9.75,8,9,6.75
"892","20009",26791,0.498749580082864,25104,453,3935,1234,1555,9337,4113,-17.972972972973,-16.4054054054054,-14.3513513513514,-12.3108108108108,43.6486486486486,39,33.2972972972973,25.4459459459459,19,14,11.5,9.5,6,5.25,5,4,64.5,59,45.75,30.75
"893","20011",14702,0.492654060672017,13610,473,390,619,974,4748,3415,-15.4864864864865,-15,-14.4054054054054,-13.9864864864865,33.0540540540541,31.7027027027027,28.1621621621622,23.3378378378378,18,18,16.5,10.5,8,6,4.25,5,58.5,56.75,49,32.25
"894","20013",9664,0.484788907284768,8291,122,415,1251,440,3464,1795,-4.32432432432432,-4.21621621621622,-4.02702702702703,-3.68918918918919,19.3783783783784,16.6216216216216,14.6486486486486,11.6621621621622,8,7.5,7.5,6,3,2,2,2,25.75,20.75,18.75,17
"895","20015",66468,0.504588674249263,61941,1563,3142,2964,2447,22026,13626,-62.0945945945946,-59.2027027027027,-54.7432432432432,-50.3108108108108,121.013513513514,108.743243243243,93.554054054054,82.4189189189189,66.5,58,59.5,34.5,17,16.5,9.25,12.25,191,150,132.25,98.75
"896","20017",2645,0.506616257088847,2516,46,122,83,118,911,380,-0.743243243243243,-0.716216216216216,-0.702702702702703,-0.662162162162162,5.22972972972973,4.74324324324324,4.94594594594595,4.71621621621622,3,3,3,2.5,1,1,1,1,5.75,4.75,5,5
"897","20019",3367,0.521829521829522,2934,20,36,413,248,1202,585,-3.5,-3.27027027027027,-3.05405405405405,-2.67567567567568,6.66216216216216,6.35135135135135,5.83783783783784,5.08108108108108,4,3,3,3,1,1,1,1,8,8,7,6
"898","20021",20331,0.491761349663076,18379,125,512,1827,1181,6856,4970,-16.1891891891892,-15.7162162162162,-15.2432432432432,-14.9054054054054,36.8378378378378,34.0945945945946,30.7027027027027,26.8243243243243,27,24.5,17.5,15,11,9,6,8,56.75,56.75,51,38
"899","20023",2677,0.493089279043706,2540,0,174,137,146,1082,517,-1.40540540540541,-1.36486486486486,-1.25675675675676,-1.08108108108108,4.89189189189189,4.95945945945946,4.41891891891892,4,2,2,2,2,1,1,1,1,7,6,4.75,5.75
"900","20025",2053,0.505114466634194,1929,12,172,112,101,792,364,-0.999999898647635,-0.837837837837838,-0.824324324324324,-0.648648648648649,4.70270280405507,4.32432432432432,3.85135135135135,3.43243243243243,3,3,3,2,1,1,1,1,6.75,6,5,4
"901","20027",8142,0.500859739621715,7875,45,201,222,324,3078,1414,-7.10810810810811,-6.85135135135135,-6.12162162162162,-5.40540540540541,16.7027027027027,16.527027027027,14.0945945945946,11.9459459459459,7,5.5,4.5,4,3,2.25,1,2,18,18.75,15,14.75
"902","20029",9060,0.499227373068433,8639,161,289,260,471,3387,1462,-4.12162162162162,-3.86486486486486,-3.7027027027027,-3.43243243243243,17.472972972973,14.6486486486486,11.5945945945946,8.54054054054054,7.5,8,4.5,4,3,2,2,1.25,23.25,21.5,17,11
"903","20031",8296,0.505665380906461,7927,51,219,318,451,3097,1392,-7.35135094594189,-6.89189182432365,-5.85135135135135,-5.02702702702703,14.3783779729689,12.9459458783777,11.9054054054054,10.4864864864865,8,6,6,5,3,3,3.25,2,20,18.5,16,13
"904","20033",1780,0.512359550561798,1739,0,123,41,66,678,250,-0.594594594594595,-0.581081081081081,-0.554054054054054,-0.5,4.13513513513514,3.58108108108108,2.95945945945946,2.7972972972973,2,1,1.5,1,1,0,0,0.25,4.75,4,4,3
"905","20035",35591,0.503357590402068,31224,1126,3836,3241,2047,11519,7079,-23.2567567567568,-21.8378378378378,-20.1081081081081,-18.2972972972973,58.5,53.4054054054054,46.4324324324324,38.8378378378378,32,27,20,18.5,12,9.25,9.25,7,101,81.25,83,49.5
"906","20037",39108,0.499309604173059,35719,866,2146,2523,3414,11639,9004,-27.7162162162162,-27.2972972972973,-26.4594594594595,-25.1486486486486,70.3108108108108,62.0810810810811,55.5135135135135,47.0405405405405,46.5,34,28.5,20,14,10.25,11,5.25,115.25,91.5,66.5,62.25
"907","20039",2881,0.492537313432836,2817,4,81,60,255,1231,380,-1.08108101351284,-1.12162162162162,-1.06756756756757,-0.959459459459459,5.64864858108041,5.55405405405405,4.71621621621622,3.44594594594595,3,3,3,2.5,1,1.25,1,1,6,6,6,4
"908","20041",19004,0.5027888865502,17995,256,876,753,1069,6732,3562,-16.6216216216216,-15.7162162162162,-14.527027027027,-13.5135135135135,31.6216216216216,29.4459459459459,27.5540540540541,22.2972972972973,18.5,18,16.5,12.5,7,6.5,7,4,48.75,48,40.25,27.75
"909","20043",7736,0.511892450879007,7122,427,215,187,418,2606,1811,-5.81081081081081,-5.71621621621622,-5.52702702702703,-5.28378378378378,17.4324324324324,16.2567567567568,14.2567567567568,13.1486486486486,14.5,12.5,10,8,4.5,3.25,2,3,23.75,23.75,20.75,18
"910","20045",119319,0.495034319764664,98478,5047,7356,15794,8136,38158,15921,-50.4594594594595,-48.8378378378378,-46.7162162162162,-43.5945945945946,116.054054054054,101.27027027027,87.9864864864865,75.054054054054,64,51.5,50,48.5,25.25,16,19.25,15,171,140,110,99
"911","20047",2925,0.510769230769231,2792,17,595,116,134,1168,350,-0.716215270260811,-0.540540540540541,-0.527027027027027,-0.513513513513513,4.90540635136081,3.94594594594595,3.71621621621622,3.78378378378378,3,1.5,2,2,1,0,1,1,5,4,4,4
"912","20049",2562,0.491022638563622,2399,6,111,157,176,941,357,-1.52702702702703,-1.40540540540541,-1.24324324324324,-1.10810810810811,3.71621621621622,3.56756756756757,3.18918918918919,2.89189189189189,2,2,2,1,0,0,0,0,6,5.75,5,4.75
"913","20051",28878,0.498441720340744,26904,399,1640,1575,1928,9653,5103,-12.4459414864419,-11.5810810810811,-10.6756756756757,-9.62162162162162,48.9054009459013,39.5810810810811,31.4054054054054,26.2162162162162,17.5,11.5,11,8.5,4.25,4,3,3,67.75,43,28,27.75
"914","20053",6293,0.580645161290323,5622,287,380,384,315,2147,1554,-2.13513513513514,-1.87837837837838,-1.71621621621622,-1.56756756756757,16.0810810810811,15.3648648648649,14.3378378378378,12.4324324324324,6,4,5,4.5,2,1,1,1,17,18,14.75,14
"915","20055",36957,0.512487485456071,29720,948,18286,6289,1671,10838,6592,0.08108604734696,1.13513513513514,2.32432432432432,3.86486486486486,81.0540490877882,75.7567567567568,65.5675675675676,59.8108108108108,53,46.5,32,20.5,7,7.5,7,4,117.25,109,95.5,86.75
"916","20057",34484,0.518965317248579,30815,697,18809,2972,1269,10005,6080,5.06756756756757,5.89189189189189,6.83783783783784,8.52702702702703,83.1756756756757,77.8918918918919,70.8378378378378,64.2027027027027,43.5,31,26.5,21.5,8,7.25,9,5,123.5,99.75,96.5,78.75
"917","20059",25563,0.491608966083793,23768,271,1062,1524,983,8999,4797,-19.7297297297297,-18.2567567567568,-17.1081081081081,-15.7432432432432,40.3513513513514,36.6351351351351,33.9189189189189,31.5,29.5,22.5,21.5,15,8,6.25,6,6,59.75,59,49.75,45.75
"918","20061",34895,0.531308210345322,23881,6334,5571,4680,1566,11188,6894,-22.4459459459459,-22.3513513513514,-22.1486486486486,-21.2162162162162,53.0675675675676,49.3783783783784,45.1216216216216,40.6486486486486,35,30,30,26.5,17.25,16,14.25,11,72.75,64.75,57.5,55.25
"919","20063",2619,0.495609011072929,2502,17,91,100,148,1063,508,-1.51351351351351,-1.39189189189189,-1.18918918918919,-0.959459459459459,5.83783783783784,5.66216216216216,5.32432432432432,4.31081081081081,2,2,1,1,0,0,0,0,8,8.75,6.5,5.75
"920","20065",2545,0.506876227897839,2319,100,77,126,133,1083,387,-0.905405405405405,-0.756756756756757,-0.675675675675676,-0.675675675675676,5.09459459459459,4.48648648648649,4.05405405405405,3.32432432432432,2,2,2,1,0,0,0,0,9,5.75,6.75,5
"921","20067",7616,0.523634453781513,6388,0,3598,1228,263,2329,1211,-2.13513513513514,-2.04054054054054,-1.78378378378378,-1.55405405405405,12.6216216216216,10.527027027027,9.54054054054054,8.5,4.5,3.5,4,4,1,1,1,1,18.75,13,13,12
"922","20069",6037,0.501076693722047,5856,51,950,130,134,2045,887,-3.79729591214831,-3.36486121617973,-3.12162162162162,-3.01351351351351,10.9594580743105,10.7702666215851,9.85135135135135,11.2297297297297,7,4,5,4,1,1.25,1,1,15,13.75,12.75,14.75
"923","20071",1200,0.484166666666667,1070,8,276,122,30,464,155,-0.351351351351351,-0.337837837837838,-0.324324324324324,-0.310810810810811,2.62162162162162,2.47297297297297,2.02702702702703,1.95945945945946,1,1,0.5,0.5,0,0,0,0,3,3,3,2.75
"924","20073",6156,0.50454840805718,5861,19,233,276,363,2395,1246,-6.83783783783784,-6.68918918918919,-6.27027027027027,-5.66216216216216,18.0810810810811,16.2027027027027,14.6486486486486,13.6621621621622,8.5,8,5.5,3,2,2,1,1,23.5,20.5,16.75,18
"925","20075",2616,0.517201834862385,2336,96,937,184,90,762,258,-0.675675675675676,-0.648648648648649,-0.540540540540541,-0.459459459459459,4.35135135135135,3.94594594594595,3.64864864864865,3.02702702702703,2,2,2,1,1,1,1,0,5,4.75,4.75,3.75
"926","20077",5673,0.508372994888066,5452,12,355,209,343,1931,1059,-4.02702702702703,-3.60810810810811,-3.17567567567568,-2.85135135135135,11.7297297297297,10.8783783783784,8.77027027027027,7.95945945945946,8,6,3.5,3,2,2,1,1,16.75,15,10,11
"927","20079",34555,0.497757198668789,32131,665,4078,1759,1639,11744,5981,-21.4189189189189,-20.472972972973,-19.1216216216216,-17.5945945945946,56.7432432432432,53.0675675675676,44.7702702702703,34.9189189189189,34,31,22,13.5,10.25,11,8.25,5.5,81.75,77.75,57,40.5
"928","20081",4047,0.495675809241413,3632,0,1219,415,161,1168,603,-1.56756756756757,-1.36486486486486,-1.06756756756757,-1.02702702702703,8,7.22972972972973,6.36486486486486,5.67567567567568,4,3.5,3.5,2.5,1,1,1,1,9.75,9,7.75,6.75
"929","20083",1842,0.51085776330076,1776,0,158,66,60,701,277,-0.148648513512162,-0.121620371609121,-0.121621621621622,-0.135135135135135,3.52702716216351,3.41892016893142,3.12162162162162,2.35135135135135,1,1,1,1,0,0,0,0,3,3,3,2
"930","20085",13318,0.498723532061871,11518,86,600,1714,585,4807,2406,-7.44594594594595,-7.17567567567568,-6.85135135135135,-6.12162162162162,23.6081081081081,20.6891891891892,19.3108108108108,14.9864864864865,16,12,12,7,4.25,4,4,2,31.5,33.5,26,20
"931","20087",18888,0.507253282507412,18048,128,494,712,590,7010,3280,-14.1081081081081,-13.5405405405405,-12.5810810810811,-11.1081081081081,28.1081081081081,25.8108108108108,21.5,18.3783783783784,16,13,10,8,7,6,5,4.25,42.75,35.75,23.75,18.75
"932","20089",2916,0.508230452674897,2840,18,68,58,208,1172,373,-2.31081081081081,-2.02702702702703,-1.85135135135135,-1.48648648648649,5.04054054054054,4.72972972972973,4.55405405405405,3.72972972972973,2,1.5,2,2,1,1,1,1,4.75,6.25,4,4
"933","20091",585502,0.490155456343445,505128,27360,44056,53014,13318,212924,102363,-292.540540540541,-285.162162162162,-270.716216216216,-259.378378378378,659.189189189189,553.108108108108,502.554054054054,431.189189189189,417,276.5,281,205,125,83.25,85.25,71,1218.5,992,918.25,800.5
"934","20093",3932,0.491861648016277,3595,69,1232,268,179,1082,758,0.324324324324324,0.445945945945946,0.472972972972973,0.675675675675676,17.1081081081081,16.4459459459459,15.5,13.2702702702703,5,5,4,2,2,1.25,1,1,13,10.75,9.75,8
"935","20095",7470,0.501874163319946,7232,21,254,217,214,2877,1339,-5.59459459459459,-5.35135135135135,-4.91891891891892,-4.59459459459459,13.5675675675676,12.4594594594595,10.8648648648649,8.75675675675676,7,7,6,5,3,3.25,2,2,22,20.75,16,11
"936","20097",2526,0.488519398258116,2373,30,164,123,87,894,404,-1.58108108108108,-1.40540540540541,-1.32432432432432,-1.17567567567568,5.71621621621622,4.89189189189189,4.81081081081081,4.58108108108108,3,2,2,1,1,1,0.25,0,8,7,6,4.5
"937","20099",20367,0.494427259782982,18099,856,908,1412,1353,6680,4656,-10.6756756756757,-10.6351351351351,-10.2027027027027,-9.83783783783784,43.2162162162162,35.7432432432432,31.6081081081081,25.7297297297297,31,24.5,17.5,9,6.5,5,4.25,4,69,50,40.75,35.75
"938","20101",1642,0.517661388550548,1590,1,97,51,119,668,166,-0.378378378378378,-0.337837837837838,-0.283783783783784,-0.202702702702703,2.81081081081081,2.33783783783784,2.31081081081081,2.09459459459459,1,1,1,1,0,0,0,0,3.75,3,3,2
"939","20103",80042,0.536380900027486,66240,7008,5498,6794,2304,24756,12616,-34.6081081081081,-32.8783783783784,-29.9324324324324,-27.3513513513514,108.959459459459,95.3378378378378,86.6081081081081,74.8378378378378,80,56,48.5,25.5,32,19.5,18.25,13,176.5,146.75,124.5,101.75
"940","20105",3097,0.511785598966742,3026,23,98,48,146,1118,372,-0.72972972972973,-0.702702702702703,-0.594594594594595,-0.621621621621622,4.72972972972973,3.91891891891892,3.24324324324324,2.75675675675676,2,2,1,1,0,0.25,0,0,6,4.75,4,3.75
"941","20107",9635,0.498183705241308,9211,62,252,362,782,3566,2018,-12.472972972973,-11.6216216216216,-10.8513513513514,-9.91891891891892,18.7432432432432,17.3783783783784,16.0675675675676,14.9459459459459,10,9,6,7,2,3,3,3,26.75,25.75,22.75,20.5
"942","20109",2810,0.497508896797153,2690,1,163,119,108,1029,408,-1.47297297297297,-1.35135135135135,-1.17567567567568,-1.08108108108108,5.95945945945946,5.83783783783784,5.28378378378378,4.7027027027027,2.5,2,2,2,0,0,0,0,8,8,8,5.75
"943","20111",33299,0.488302952040602,29806,768,6998,2725,2455,11129,6092,-11.5945945945946,-10.7297297297297,-9.21621621621622,-7.97297297297297,57.8648648648649,50.6486486486486,43.3783783783784,35,29,25,20.5,18.5,12,8.25,8,6,68.75,62,56.75,44
"944","20113",28630,0.494551170101292,27257,329,1176,1044,1388,10910,5342,-16.1081081081081,-15.0810810810811,-13.9324324324324,-12.8648648648649,47.0810810810811,45.6486486486486,37.7972972972973,32.7297297297297,27,17.5,14.5,11.5,7,6.25,5,4.25,67,69.5,59.25,37
"945","20115",12032,0.496259973404255,11535,59,430,438,498,4291,1949,-7.68918918918919,-7.44594594594595,-7.14864864864865,-6.51351351351351,17.9054054054054,16.7432432432432,15.6891891891892,12.972972972973,11.5,9,8,7,5,4,2,2,27.75,25,26,18
"946","20117",9798,0.502551541130843,9494,50,239,254,347,3765,1833,-5.33783783783784,-5.18918918918919,-4.93243243243243,-4.67567567567568,23.527027027027,22.5135135135135,20.8513513513514,19.5135135135135,10,11,11,10,4,4,4,3,22.5,21,20.75,20
"947","20119",4261,0.499647969960103,3660,26,785,575,199,1476,708,-1.58107972971622,-1.36486486486486,-1.40540540540541,-1.39189189189189,8.39189324325676,7.71621621621622,6.86486486486486,5.60810810810811,4,4,3.5,2.5,1.25,1,1,1,12,11,8,6.75
"948","20121",33127,0.49458145923265,31621,459,1031,1047,1197,11530,5512,-27.7027027027027,-26.2297297297297,-24.1486486486486,-21.7567567567568,50.972972972973,43.0675675675676,39.2837837837838,33.972972972973,34,27,18.5,16,11,7,7,6,77,64.75,56,48
"949","20123",6222,0.508357441337191,6030,51,147,141,374,2242,909,-3.47297297297297,-3.09459459459459,-2.59459459459459,-2.32432432432432,10.9324324324324,9.77027027027027,8.45945945945946,7.35135135135135,4,2,2,2,1,0.25,1,0.25,12,14.25,8.75,7.75
"950","20125",32970,0.497725204731574,28011,1674,2135,3285,2349,11189,7188,-32.5675670270216,-31.1216216216216,-29.472972972973,-27.3378378378378,68.8918921621649,61.4189189189189,50.2837837837838,42.527027027027,45.5,44,27,11,5.25,7,6.25,5,114.75,103.5,67.75,60.5
"951","20127",5566,0.494610132950054,5345,6,263,215,228,2019,1024,-2.86486486486486,-2.74324324324324,-2.56756756756757,-2.51351351351351,9,8.41891891891892,7.2972972972973,6.59459459459459,5.5,5.5,4,3,1,1,1,1,13.75,13,12,10
"952","20129",2838,0.510570824524313,2601,26,654,211,120,997,393,-1.22972972972973,-1.10810810810811,-1.06756756756757,-1.02702702702703,5.58108108108108,4.37837837837838,4.47297297297297,4.10810810810811,3,2,2,2,1,1,1,1,7,5,6,5
"953","20131",10104,0.506631037212985,9795,56,204,253,384,3636,2140,-6.68918918918919,-6.48648648648649,-5.98648648648649,-5.51351351351351,25.1216216216216,21.7027027027027,17.6351351351351,13.7567567567568,9,8.5,7.5,6.5,4,2.25,2,2,34.5,28,23.5,20
"954","20133",16125,0.491348837209302,15270,198,811,657,1181,5500,3422,-10.7432432432432,-10.472972972973,-9.77027027027027,-9.28378378378378,29.472972972973,26.3108108108108,24.0135135135135,21.1486486486486,21,14.5,14.5,11,5.25,4,3,3.25,49,43.25,32.5,32.5
"955","20135",2955,0.505245346869712,2830,21,300,104,124,1189,570,-1.98648648648649,-1.89189189189189,-1.58108108108108,-1.28378378378378,7.39189189189189,7,6.71621621621622,5.01351351351351,3,3,3,2,1,0,0,0.25,9.75,10.5,9,7
"956","20137",5486,0.553408676631425,5067,148,282,271,263,1667,1453,-1.77027027027027,-1.64864864864865,-1.56756756756757,-1.55405405405405,23.1756756756757,20.6756756756757,14.8918918918919,10.7972972972973,5,3,3.5,3,1,1,1,1,14.5,13,11,8.75
"957","20139",15882,0.501700037778617,15241,95,496,546,863,5691,2589,-12.6216216216216,-11.972972972973,-10.9864864864865,-10.2162162162162,24.4864864864865,22.5945945945946,20.9324324324324,17.7837837837838,16,8,8,8,4,4,3,3,37,37.75,28.75,24.75
"958","20141",3603,0.501526505689703,3465,14,74,124,253,1438,476,-1.95945945945946,-1.89189189189189,-1.72972972972973,-1.5,5.60810810810811,5.7027027027027,4.64864864864865,4.39189189189189,2,1.5,2,1,1,1,1,1,7,6,5,4
"959","20143",5902,0.515587936292782,5682,53,163,167,229,2191,889,-2.40540540540541,-2.32432432432432,-2.09459459459459,-1.97297297297297,8.91891891891892,7.43243243243243,6.41891891891892,5.86486486486486,6,5,4,3,1,1,1,1,13.75,10,9,9
"960","20145",6709,0.561782679982114,5989,350,524,370,191,2311,1514,-2.36486486486486,-2.02702702702703,-1.81081081081081,-1.7027027027027,19.5810810810811,18.4324324324324,15.2972972972973,15.6486486486486,6,5,5,4,2,2,2,2,26.25,20,16.75,12.5
"961","20147",5408,0.489644970414201,5226,40,183,142,253,2110,953,-1.62162162162162,-1.5,-1.24324324324324,-1.12162162162162,9.21621621621622,8.44594594594595,7.7027027027027,6.12162162162162,4,4,4,3,1,1,1,1,11.75,13,12,7.75
"962","20149",23545,0.498874495646634,22232,164,1238,1149,980,7715,3892,-12.9459459459459,-12.5675675675676,-12.2297297297297,-11.6081081081081,29,26.027027027027,23.7162162162162,21.6621621621622,22,21,14.5,14,9,8,8,7,44.25,34.75,31.75,29.25
"963","20151",9582,0.499373825923607,8975,225,688,382,392,3292,1412,-6.7972972972973,-6.31081081081081,-5.89189189189189,-5.2972972972973,15.9324324324324,13.7432432432432,11.8648648648649,9.64864864864865,8,5,3,3,1.25,1,1,1,22.75,19.5,17,13
"964","20153",2509,0.512554802710243,2340,10,170,159,113,1055,454,-0.648648648648649,-0.635135135135135,-0.472972972972973,-0.310810810810811,6.45945945945946,5.98648648648649,5.33783783783784,4.5,3,2,2,2,1,1,1,1,9,8.75,7,5.5
"965","20155",63101,0.503557788307634,57847,1788,5888,3466,3231,21821,12925,-41.3648648648649,-39.0810810810811,-35.7432432432432,-33.0675675675676,119.824324324324,101.081081081081,80.6081081081081,59.6081081081081,79,74,40,23.5,21,16.25,13,10,182.5,149.75,112.75,74.25
"966","20157",4686,0.484635083226633,4576,16,87,94,270,1978,981,-4.21621621621622,-3.82432432432432,-3.51351351351351,-3.08108108108108,12.972972972973,11.2297297297297,8.91891891891892,7.21621621621622,5.5,4.5,3,2,1,1,1,1,18.75,13,13.25,8.5
"967","20159",9762,0.49620979307519,8931,183,1101,648,544,3319,1712,-6.62162162162162,-6.02702702702703,-5.40540540540541,-4.81081081081081,16.8918918918919,14.6216216216216,12.5405405405405,9.97297297297297,9,7,5,4,1.25,2,2,1,25.75,17,15.75,12
"968","20161",75296,0.530028155546111,61926,4751,6232,8619,4953,21695,10109,-25.1216216216216,-25.0540540540541,-22.6486486486486,-22.1891891891892,86.0405405405405,75.2972972972973,65.2972972972973,55.3513513513514,37,42.5,31,26.5,15,15,13,12.5,136,108,90.5,73.75
"969","20163",5118,0.482415005861665,4928,44,131,146,212,1888,891,-2.05405405405405,-1.90540540540541,-1.68918918918919,-1.41891891891892,11.2162162162162,11.6081081081081,9.63513513513514,8.60810810810811,5.5,5,4,2,2,1,1.25,1,14.75,14.75,14,10.75
"970","20165",3102,0.490328820116054,2977,5,83,120,168,1235,605,-1.10810810810811,-1.04054054054054,-1,-0.824324324324324,9.16216216216216,8.77027027027027,7.62162162162162,5.98648648648649,3,2,2,1.5,1,1,0,0,9,10,8.75,7
"971","20167",6977,0.494768525154078,6635,107,217,235,239,2740,1213,-3.12162162162162,-2.90540540540541,-2.59459459459459,-2.28378378378378,12.9864864864865,11.7432432432432,9.94594594594595,7.36486486486486,5.5,5.5,4,3,1.25,2,2,1,15.75,11.75,10.75,9
"972","20169",54977,0.497935500300126,48040,1543,6078,5394,2657,19553,10462,-29.8513499324182,-28.7027027027027,-26.7972972972973,-25.2027027027027,80.8783769594453,69.027027027027,58.0135135135135,50.2567567567568,52.5,37,30,24,17.75,17,12,11.25,120.75,105.25,83.25,70.75
"973","20171",4949,0.497070115174783,4672,0,885,277,65,1960,795,-1.14864864864865,-1.13513513513514,-0.959459459459459,-0.891891891891892,8.90540540540541,8,7.39189189189189,6.43243243243243,5,4.5,3,4,1,2,2,2,11,8,8,7
"974","20173",512064,0.494471394200725,400828,45888,73527,65348,26877,168902,100327,-403.094594594595,-381.364864864865,-353.135135135135,-326.527027027027,822.337837837838,745.337837837838,618.27027027027,510.202702702703,577.5,511,310.5,258,162.25,153.25,114.25,101.5,1275,1146,998.25,700.25
"975","20175",22692,0.511237440507668,13044,1173,13627,8475,1257,6058,4001,2.94594746623142,3.59459459459459,4.72972972972973,5.44594594594595,44.9729714526875,40.6486486486486,36.0540540540541,33.3918918918919,22.5,19,13.5,13,8.25,7,5.25,5,55.5,40.75,39.75,31.75
"976","20177",178284,0.484210585358193,147172,14754,21736,16358,8813,63204,33361,-126.905405405405,-122.445945945946,-115.648648648649,-106.891891891892,272.148648648649,239.986486486486,203.054054054054,162.648648648649,193.5,126.5,97,64.5,26.5,27.25,27,19.25,456.5,369.25,302,199
"977","20179",2506,0.50877893056664,2456,11,120,39,78,1056,533,-0.986486486486487,-0.959459459459459,-0.905405405405405,-0.851351351351351,5.58108108108108,4.68918918918919,3.82432432432432,3.39189189189189,2,2,2,2,0,0,0,0,5.75,5,4.75,4
"978","20181",5966,0.503352329869259,5415,43,723,508,448,2201,911,-2.68918918918919,-2.63513513513514,-2.63513513513514,-2.58108108108108,9.36486486486486,8.63513513513514,7.25675675675676,6.52702702702703,5,5,5,3.5,2,2,2,1,9,9.75,8,6
"979","20183",3663,0.493857493857494,3539,8,76,116,198,1483,406,-1.35135135135135,-1.14864864864865,-1,-0.959459459459459,4.64864864864865,4.17567567567568,4.02702702702703,3.12162162162162,2,2,2,2,1,1,1,1,4.75,5,5,3.75
"980","20185",4214,0.511865211200759,4010,25,560,179,247,1564,637,-4.04054054054054,-3.66216216216216,-3.06756756756757,-2.59459459459459,7.68918918918919,6.71621621621622,5.41891891891892,4.32432432432432,3.5,3,2,2,1,1,1,1,10.75,10,7,5.75
